symbol,n_phenotypes,release,release_date
CD300LD,1,19.0,2023-05-09
CD38,14,19.0,2023-05-09
CD5L,4,19.0,2023-05-09
CDC7,6,19.0,2023-05-09
CDK4,13,19.0,2023-05-09
CDK9,8,19.0,2023-05-09
CEACAM5,3,19.0,2023-05-09
CFAP97D1,1,19.0,2023-05-09
CFD,7,19.0,2023-05-09
CFH,1,19.0,2023-05-09
CFI,3,19.0,2023-05-09
CHEK2,0,19.0,2023-05-09
CHRNA7,3,19.0,2023-05-09
CLPP,39,19.0,2023-05-09
CNR1,7,19.0,2023-05-09
COG8,3,19.0,2023-05-09
COL13A1,1,19.0,2023-05-09
COL16A1,4,19.0,2023-05-09
COL9A2,15,19.0,2023-05-09
COL9A3,12,19.0,2023-05-09
COX6A1,0,19.0,2023-05-09
CP,7,19.0,2023-05-09
CPB1,2,19.0,2023-05-09
CPD,7,19.0,2023-05-09
CPT2,3,19.0,2023-05-09
CRLS1,1,19.0,2023-05-09
CRYBB3,2,19.0,2023-05-09
CSF1R,1,19.0,2023-05-09
CSF2RB,6,19.0,2023-05-09
CTSK,9,19.0,2023-05-09
CUL4A,7,19.0,2023-05-09
CX3CR1,4,19.0,2023-05-09
CXCR2,37,19.0,2023-05-09
CXCR4,20,19.0,2023-05-09
CYP17A1,21,19.0,2023-05-09
CYSLTR1,2,19.0,2023-05-09
DAPK3,4,19.0,2023-05-09
DCT,5,19.0,2023-05-09
DGUOK,9,19.0,2023-05-09
DHCR24,0,19.0,2023-05-09
DHFR,5,19.0,2023-05-09
DHODH,2,19.0,2023-05-09
DLX4,0,19.0,2023-05-09
DMD,14,19.0,2023-05-09
DMP1,4,19.0,2023-05-09
DNAH9,0,19.0,2023-05-09
DNTT,4,19.0,2023-05-09
DPP4,3,19.0,2023-05-09
DPYD,4,19.0,2023-05-09
DRD3,3,19.0,2023-05-09
DUSP26,0,19.0,2023-05-09
EDNRA,3,19.0,2023-05-09
EEF1D,16,19.0,2023-05-09
EFNA4,4,19.0,2023-05-09
EGFR,0,19.0,2023-05-09
EHHADH,2,19.0,2023-05-09
EIF4G2,12,19.0,2023-05-09
EPHB1,8,19.0,2023-05-09
EPHB2,2,19.0,2023-05-09
ERBB2,1,19.0,2023-05-09
ESR2,8,19.0,2023-05-09
ESRRA,7,19.0,2023-05-09
ETFB,5,19.0,2023-05-09
EZH2,0,19.0,2023-05-09
F10,4,19.0,2023-05-09
F2,9,19.0,2023-05-09
F7,5,19.0,2023-05-09
FDX1,4,19.0,2023-05-09
FGFR1,5,19.0,2023-05-09
FLT3,13,19.0,2023-05-09
FMO5,9,19.0,2023-05-09
FNTA,4,19.0,2023-05-09
FOLH1,1,19.0,2023-05-09
FOLR1,9,19.0,2023-05-09
FXN,2,19.0,2023-05-09
GABRA2,15,19.0,2023-05-09
GABRA5,8,19.0,2023-05-09
GART,3,19.0,2023-05-09
GATA2,10,19.0,2023-05-09
GATM,25,19.0,2023-05-09
GBE1,1,19.0,2023-05-09
GCGR,5,19.0,2023-05-09
GCK,6,19.0,2023-05-09
GCKR,3,19.0,2023-05-09
GDF15,0,19.0,2023-05-09
GHSR,0,19.0,2023-05-09
GLP1R,2,19.0,2023-05-09
GLRA2,7,19.0,2023-05-09
GLRB,9,19.0,2023-05-09
GM2A,2,19.0,2023-05-09
GMPR,2,19.0,2023-05-09
GNB3,0,19.0,2023-05-09
GP1BB,7,19.0,2023-05-09
GPR119,0,19.0,2023-05-09
GPR20,0,19.0,2023-05-09
GPR22,13,19.0,2023-05-09
GPR39,3,19.0,2023-05-09
GPRC5D,0,19.0,2023-05-09
GPX3,3,19.0,2023-05-09
GRAMD1C,8,19.0,2023-05-09
GRIA2,4,19.0,2023-05-09
GRIK3,8,19.0,2023-05-09
GRIN1,0,19.0,2023-05-09
GRIN2B,4,19.0,2023-05-09
GRIN3A,1,19.0,2023-05-09
GRM1,0,19.0,2023-05-09
GRM7,6,19.0,2023-05-09
GSR,5,19.0,2023-05-09
GYPC,1,19.0,2023-05-09
HAS3,0,19.0,2023-05-09
HAVCR2,4,19.0,2023-05-09
HCAR2,1,19.0,2023-05-09
HDAC1,5,19.0,2023-05-09
HDAC11,2,19.0,2023-05-09
HDAC3,1,19.0,2023-05-09
HDAC4,4,19.0,2023-05-09
HLCS,4,19.0,2023-05-09
HNRNPAB,3,19.0,2023-05-09
HPGD,1,19.0,2023-05-09
HRH1,1,19.0,2023-05-09
HRH4,3,19.0,2023-05-09
HSF1,4,19.0,2023-05-09
HSP90AA1,6,19.0,2023-05-09
HTR1A,0,19.0,2023-05-09
HTR1B,6,19.0,2023-05-09
HTR3A,0,19.0,2023-05-09
HTR4,2,19.0,2023-05-09
HTRA3,0,19.0,2023-05-09
HTT,3,19.0,2023-05-09
ICAM2,0,19.0,2023-05-09
IDH1,1,19.0,2023-05-09
IDH2,3,19.0,2023-05-09
IFNAR1,8,19.0,2023-05-09
IFNG,6,19.0,2023-05-09
IFNLR1,1,19.0,2023-05-09
IL10RA,6,19.0,2023-05-09
IL12A,2,19.0,2023-05-09
IL12B,1,19.0,2023-05-09
IL13,3,19.0,2023-05-09
IL15,4,19.0,2023-05-09
IL17A,7,19.0,2023-05-09
IL18,0,19.0,2023-05-09
IL1A,5,19.0,2023-05-09
IL1R2,2,19.0,2023-05-09
IL1RL1,0,19.0,2023-05-09
IL21,1,19.0,2023-05-09
IL22RA1,0,19.0,2023-05-09
IL23R,1,19.0,2023-05-09
IL2RA,36,19.0,2023-05-09
IL2RB,6,19.0,2023-05-09
IL31RA,3,19.0,2023-05-09
IL33,3,19.0,2023-05-09
IL3RA,0,19.0,2023-05-09
IL6,2,19.0,2023-05-09
INO80,8,19.0,2023-05-09
IRAK1,1,19.0,2023-05-09
IRF6,3,19.0,2023-05-09
ITGA2,1,19.0,2023-05-09
ITGB1,4,19.0,2023-05-09
ITGB2,1,19.0,2023-05-09
ITGB6,14,19.0,2023-05-09
JAK3,10,19.0,2023-05-09
KBTBD13,0,19.0,2023-05-09
KCNA10,6,19.0,2023-05-09
KCNJ8,0,19.0,2023-05-09
KCNMA1,6,19.0,2023-05-09
KCNQ5,0,19.0,2023-05-09
KCNT1,12,19.0,2023-05-09
KDM1A,11,19.0,2023-05-09
KIF26B,4,19.0,2023-05-09
KLKB1,2,19.0,2023-05-09
LANCL1,0,19.0,2023-05-09
LDHA,2,19.0,2023-05-09
LEPR,48,19.0,2023-05-09
LGALS3,0,19.0,2023-05-09
LGALS3BP,0,19.0,2023-05-09
LHCGR,11,19.0,2023-05-09
LIPT1,3,19.0,2023-05-09
LPAR1,1,19.0,2023-05-09
LPP,3,19.0,2023-05-09
LRRK2,0,19.0,2023-05-09
MAOB,1,19.0,2023-05-09
MAP2K1,1,19.0,2023-05-09
MAP2K2,1,19.0,2023-05-09
MAPK1,1,19.0,2023-05-09
MAPK11,1,19.0,2023-05-09
MAPKAPK2,8,19.0,2023-05-09
MAPT,8,19.0,2023-05-09
MARCKS,0,19.0,2023-05-09
MC1R,2,19.0,2023-05-09
MGLL,2,19.0,2023-05-09
MME,1,19.0,2023-05-09
MMP9,1,19.0,2023-05-09
MOGAT2,9,19.0,2023-05-09
MPDZ,9,19.0,2023-05-09
MPO,0,19.0,2023-05-09
MS4A2,0,19.0,2023-05-09
MTNR1B,2,19.0,2023-05-09
MTOR,1,19.0,2023-05-09
MYO18B,3,19.0,2023-05-09
NBEAL1,0,19.0,2023-05-09
NCBP1,2,19.0,2023-05-09
NDRG3,9,19.0,2023-05-09
NDUFB8,1,19.0,2023-05-09
NFAT5,7,19.0,2023-05-09
NFE2L2,17,19.0,2023-05-09
NFKB1,0,19.0,2023-05-09
NGRN,1,19.0,2023-05-09
NIPSNAP2,0,19.0,2023-05-09
NOS3,21,19.0,2023-05-09
NOTCH1,4,19.0,2023-05-09
NPFF,1,19.0,2023-05-09
NR2F6,2,19.0,2023-05-09
NRP1,3,19.0,2023-05-09
NTRK1,2,19.0,2023-05-09
NUPR1,1,19.0,2023-05-09
OAZ2,4,19.0,2023-05-09
OPRL1,5,19.0,2023-05-09
OSM,10,19.0,2023-05-09
OTULIN,3,19.0,2023-05-09
OXTR,1,19.0,2023-05-09
P2RX7,2,19.0,2023-05-09
P4HB,4,19.0,2023-05-09
PAH,12,19.0,2023-05-09
PARD3,5,19.0,2023-05-09
PARP1,8,19.0,2023-05-09
PARP12,9,19.0,2023-05-09
PCSK6,3,19.0,2023-05-09
PCSK9,5,19.0,2023-05-09
PDE3B,1,19.0,2023-05-09
PDE4C,2,19.0,2023-05-09
PDE5A,6,19.0,2023-05-09
PDGFRB,5,19.0,2023-05-09
PIERCE2,3,19.0,2023-05-09
PIGF,4,19.0,2023-05-09
PIK3CG,0,19.0,2023-05-09
PLA2G10,9,19.0,2023-05-09
PLEC,2,19.0,2023-05-09
PLEKHA3,2,19.0,2023-05-09
PLOD3,7,19.0,2023-05-09
POLE3,1,19.0,2023-05-09
POLR3D,7,19.0,2023-05-09
PPARA,3,19.0,2023-05-09
PPARG,6,19.0,2023-05-09
PPIA,20,19.0,2023-05-09
PPP3CA,0,19.0,2023-05-09
PRDM15,3,19.0,2023-05-09
PRKAA2,9,19.0,2023-05-09
PRKD3,4,19.0,2023-05-09
PSMB11,22,19.0,2023-05-09
PTGER2,2,19.0,2023-05-09
PTGS1,3,19.0,2023-05-09
PTH1R,5,19.0,2023-05-09
PVR,2,19.0,2023-05-09
RAF1,3,19.0,2023-05-09
ROR1,9,19.0,2023-05-09
RPS6KA1,1,19.0,2023-05-09
RPTOR,3,19.0,2023-05-09
RRM1,2,19.0,2023-05-09
RXFP2,17,19.0,2023-05-09
S100B,0,19.0,2023-05-09
SARDH,0,19.0,2023-05-09
SCN11A,1,19.0,2023-05-09
SCN4A,4,19.0,2023-05-09
SELL,1,19.0,2023-05-09
SEMA3D,1,19.0,2023-05-09
SEMA4D,6,19.0,2023-05-09
SERPING1,8,19.0,2023-05-09
SIGMAR1,2,19.0,2023-05-09
SIK2,1,19.0,2023-05-09
SIRT2,0,19.0,2023-05-09
SLC10A1,9,19.0,2023-05-09
SLC10A2,1,19.0,2023-05-09
SLC17A9,2,19.0,2023-05-09
SLC22A4,1,19.0,2023-05-09
SLC29A1,17,19.0,2023-05-09
SLC5A2,3,19.0,2023-05-09
SLC5A5,14,19.0,2023-05-09
SLC6A2,5,19.0,2023-05-09
SLC6A3,5,19.0,2023-05-09
SLC6A5,4,19.0,2023-05-09
SLC9A3,1,19.0,2023-05-09
SMO,9,19.0,2023-05-09
SNCA,7,19.0,2023-05-09
SNX21,0,19.0,2023-05-09
SORT1,1,19.0,2023-05-09
SQLE,1,19.0,2023-05-09
SRD5A2,4,19.0,2023-05-09
SSTR2,11,19.0,2023-05-09
STBD1,1,19.0,2023-05-09
STING1,3,19.0,2023-05-09
SYK,5,19.0,2023-05-09
TACR3,6,19.0,2023-05-09
TADA1,2,19.0,2023-05-09
TAF8,5,19.0,2023-05-09
TARBP1,2,19.0,2023-05-09
TDRKH,2,19.0,2023-05-09
TEN1,0,19.0,2023-05-09
TFRC,9,19.0,2023-05-09
THRA,23,19.0,2023-05-09
TIGIT,2,19.0,2023-05-09
TLR4,4,19.0,2023-05-09
TMEM97,2,19.0,2023-05-09
TMSB4X,7,19.0,2023-05-09
TNFRSF17,2,19.0,2023-05-09
TNKS2,2,19.0,2023-05-09
TOMM20,4,19.0,2023-05-09
TOP2A,17,19.0,2023-05-09
TPRKB,1,19.0,2023-05-09
TRDMT1,5,19.0,2023-05-09
TRIM55,3,19.0,2023-05-09
TRPA1,2,19.0,2023-05-09
TRPC5,0,19.0,2023-05-09
TRPC6,0,19.0,2023-05-09
TSLP,0,19.0,2023-05-09
TTC39A,4,19.0,2023-05-09
TTR,1,19.0,2023-05-09
TTYH2,0,19.0,2023-05-09
TUBB4A,1,19.0,2023-05-09
TYK2,8,19.0,2023-05-09
TYMS,0,19.0,2023-05-09
TYRO3,16,19.0,2023-05-09
UBE3A,9,19.0,2023-05-09
UOX,4,19.0,2023-05-09
VKORC1,1,19.0,2023-05-09
XK,3,19.0,2023-05-09
XPO1,12,19.0,2023-05-09
