program_id,target_id,symbol,ensembl_id,first_trial_date,pinned_date,approved,rt_ot_overall_max,pd_ot_overall_max,rt_ot_genetic_max,pd_ot_genetic_max,rt_ot_animal_model_max,pd_ot_animal_model_max,source,rt_impc_n_phenotypes,pd_impc_n_phenotypes,rt_depmap_pan_essential,pd_depmap_pan_essential
466630,1390,PTGER2,ENSG00000125384,2023-08-31,2023-06-01,False,0.6079573797217933,0.6125058379868011,0.2941017560777592,0.6129590599963305,0.960872676474556,0.9713636556880036,OpenTargets,,,,
83010,5617,MDM2,ENSG00000135679,2022-03-31,2021-06-01,False,0.7031042836094695,0.7981651828689615,0.7651546092057881,0.8610986306899201,0.9133918427310752,0.9473356613836702,OpenTargets,,,,
144943,5617,MDM2,ENSG00000135679,2022-12-13,2022-06-01,False,0.7314129632443186,0.7981651828689615,0.7569280251885626,0.8610986306899201,0.9476075505405828,0.9473356613836702,OpenTargets,,,,
144945,5617,MDM2,ENSG00000135679,2022-12-13,2022-06-01,False,0.7314129632443186,0.7981651828689615,0.7569280251885626,0.8610986306899201,0.9476075505405828,0.9473356613836702,OpenTargets,,,,
144944,5617,MDM2,ENSG00000135679,2022-12-13,2022-06-01,False,0.7314129632443186,0.7981651828689615,0.7569280251885626,0.8610986306899201,0.9476075505405828,0.9473356613836702,OpenTargets,,,,
144946,5617,MDM2,ENSG00000135679,2022-12-13,2022-06-01,False,0.7314129632443186,0.7981651828689615,0.7569280251885626,0.8610986306899201,0.9476075505405828,0.9473356613836702,OpenTargets,,,,
144947,5617,MDM2,ENSG00000135679,2022-12-13,2022-06-01,False,0.7314129632443186,0.7981651828689615,0.7569280251885626,0.8610986306899201,0.9476075505405828,0.9473356613836702,OpenTargets,,,,
126335,2936,KIT,ENSG00000157404,2022-05-19,2021-06-01,False,0.931340625952492,0.935895143204392,0.9453986741367008,0.9771710034504724,0.994134904361188,0.9960203809835184,OpenTargets,,,,
103706,2936,KIT,ENSG00000157404,2023-06-01,2023-06-01,False,0.9389912188934406,0.935895143204392,0.9574385715421307,0.9771710034504724,0.9954088559448964,0.9960203809835184,OpenTargets,,,,
83153,2936,KIT,ENSG00000157404,2022-06-28,2022-06-01,False,0.938479037941252,0.935895143204392,0.969257305533908,0.9771710034504724,0.9945410588476392,0.9960203809835184,OpenTargets,,,,
