sponsor,n_originated,n_approved,success_pct
Spexis,2,0,0.0
Aimmune Therapeutics,2,0,0.0
Endeavor Biomedicines,2,0,0.0
Aurigene Discovery Technologies,2,0,0.0
Emerald Health Pharmaceuticals,2,0,0.0
Biosplice Therapeutics,2,0,0.0
Promius Pharma,2,0,0.0
bioRASI,2,0,0.0
Geron Corporation,2,1,50.0
Puma Biotechnology,2,1,50.0
Notitia Biotechnologies Company,2,0,0.0
"Rhodes Pharmaceuticals, L.P.",2,0,0.0
PharmaTher Inc.,2,0,0.0
Gedeon Richter Plc.,2,0,0.0
Patagonia Pharmaceuticals,2,0,0.0
Inventiva Pharma,2,0,0.0
BRIM Biotechnology Inc.,2,0,0.0
Actavis,1,0,0.0
Betta Pharmaceuticals Co,1,0,0.0
"Ellodi Pharmaceuticals, LP",1,0,0.0
Aurealis Oy,1,0,0.0
Provectus Pharmaceuticals,1,0,0.0
Kartos Therapeutics,1,0,0.0
Laboratorio Farmaceutico Ct S.r.l.,1,0,0.0
"Biofabri, S.L",1,0,0.0
Ribocure Pharmaceuticals AB,1,0,0.0
Dermtreat,1,0,0.0
Danisco,1,0,0.0
Qu Biologics Inc.,1,0,0.0
Hovid Berhad,1,0,0.0
Biocon,1,0,0.0
Lachlan Pharma Holdings,1,0,0.0
Novus Therapeutics,1,0,0.0
Charsire Biotechnology Corp.,1,0,0.0
TransThera Sciences (Nanjing),1,0,0.0
Immuno Cure 3,1,0,0.0
BioCardia,1,0,0.0
Eleven Biotherapeutics,1,0,0.0
"Ridgeback Biotherapeutics, LP",1,0,0.0
Laekna,1,0,0.0
Inflammx Therapeutics Inc,1,0,0.0
Westlake Pharmaceuticals (Hangzhou) Co,1,0,0.0
Aeterna Zentaris,1,1,100.0
NovaDigm Therapeutics,1,0,0.0
medac/Medexus,1,1,100.0
Autifony Therapeutics,1,0,0.0
Protox Inc.,1,0,0.0
Furiex Pharmaceuticals,1,1,100.0
AzurRx SAS,1,0,0.0
Beijing Pearl Biotechnology Limited Liability Company,1,0,0.0
Vaccinex Inc.,1,0,0.0
ACELYRIN Inc.,1,0,0.0
Ziarco Pharma Ltd,1,0,0.0
Pascoe Pharmazeutische Praeparate,1,0,0.0
Invirsa,1,0,0.0
Milestone Pharmaceuticals,1,1,100.0
ParaPRO LLC,1,0,0.0
Immungenetics,1,0,0.0
Ebima Clifford Okundaye,1,0,0.0
Motric Bio,1,0,0.0
Cristal Therapeutics,1,0,0.0
Metacrine,1,0,0.0
veriNOS operations,1,0,0.0
Respivant Sciences,1,0,0.0
Dompé,1,1,100.0
BenevolentAI Bio,1,0,0.0
Sojournix,1,0,0.0
JCR Pharmaceuticals Co,1,0,0.0
Larimar Therapeutics,1,0,0.0
Elevar Therapeutics,1,0,0.0
Rhythm,1,1,100.0
Pain Therapeutics,1,0,0.0
Neurelis,1,0,0.0
Evelo Biosciences,1,0,0.0
Alder Biopharmaceuticals,1,0,0.0
Kaleido Biosciences,1,0,0.0
Upsher-Smith Laboratories,1,0,0.0
Kainos Medicine Inc.,1,0,0.0
Sunhawk Vision Biotech,1,0,0.0
Yiling Pharmaceutical Inc.,1,0,0.0
Oscotec Inc.,1,0,0.0
Actuate Therapeutics Inc.,1,0,0.0
"Technophage, SA",1,0,0.0
CD Pharma India,1,0,0.0
Indena S.p.A,1,0,0.0
Rakuten Medical,1,0,0.0
Regenexx,1,0,0.0
ImmuPharma,1,0,0.0
Direct Biologics,1,0,0.0
HUTCHMED,1,0,0.0
Annovis Bio Inc.,1,0,0.0
ImmuneMed,1,0,0.0
Crinetics Pharmaceuticals,1,1,100.0
Axon Neuroscience SE,1,0,0.0
AbViro LLC,1,0,0.0
Cantex Pharmaceuticals,1,0,0.0
Mycovia,1,1,100.0
Alios Biopharma Inc.,1,0,0.0
Urotronic Inc.,1,0,0.0
Cybin Therapeutics Inc.,1,0,0.0
Ocuwize LTD,1,0,0.0
"Vaxcell Bio, Co",1,0,0.0
Aduro Biotech,1,0,0.0
Zogenix MDS,1,0,0.0
Commave,1,1,100.0
ZYUS Life Sciences Inc.,1,0,0.0
Defined Research,1,0,0.0
Hangzhou Hanx Biopharmaceuticals,1,0,0.0
Innervate Radiopharmaceuticals LLC (Formerly: Illumina Radiopharmaceuticals LLC),1,0,0.0
Warner Chilcott,1,0,0.0
Conatus Pharmaceuticals Inc.,1,0,0.0
Mirati,1,1,100.0
Relmada Therapeutics,1,0,0.0
Viela Bio,1,1,100.0
Radius Health,1,1,100.0
MGB Biopharma,1,0,0.0
SynCore Biotechnology Co,1,0,0.0
AlzProtect SAS,1,0,0.0
NeoTX Therapeutics Ltd.,1,0,0.0
CTI BioPharma,1,1,100.0
Acadia Pharmaceuticals,1,1,100.0
Brlev Agricultural Crops Ltd,1,0,0.0
Genor Biopharma Co,1,0,0.0
Research Insight LLC,1,0,0.0
Vergent Bioscience,1,0,0.0
Antengene Therapeutics,1,0,0.0
Kiniksa Pharmaceuticals International,1,0,0.0
Enterome,1,0,0.0
ES Therapeutics Australia Pty Ltd,1,0,0.0
Olix Pharmaceuticals,1,0,0.0
Halia Therapeutics,1,0,0.0
Marubeni Pharmaceuticals (Suzhou) Co,1,0,0.0
Pharma Power Biotec Co,1,0,0.0
EsoCap,1,0,0.0
AOBiome LLC,1,0,0.0
VBI Vaccines Inc.,1,0,0.0
Cortendo AB,1,0,0.0
Promentis Pharmaceuticals,1,0,0.0
Certa Therapeutics,1,0,0.0
Morphotek,1,0,0.0
Aptarion Biotech,1,0,0.0
Red de Terapia Celular,1,0,0.0
Beech Tree Labs,1,0,0.0
Haemostatix Ltd,1,0,0.0
C. R. Bard,1,0,0.0
Berlin Cures,1,0,0.0
Santhera/Catalyst,1,1,100.0
Balance Therapeutics,1,0,0.0
Leading BioSciences,1,0,0.0
Helix BioPharma Corporation,1,0,0.0
Medical Developments International,1,0,0.0
On Target Labs,1,1,100.0
InteKrin Therapeutics,1,0,0.0
Sephoris Pharmaceuticals LLC,1,0,0.0
Shuttle Pharmaceuticals,1,0,0.0
Suzhou Ribo Life Science Co. Ltd.,1,0,0.0
Sutro Biopharma,1,0,0.0
Haus Bioceuticals,1,0,0.0
S-INFINITY Pharmaceuticals Co,1,0,0.0
Revance,1,1,100.0
Aquinox Pharmaceuticals (Canada) Inc.,1,0,0.0
APRINOIA Therapeutics,1,0,0.0
Syndeio Biosciences,1,0,0.0
Calliditas Therapeutics Suisse SA,1,0,0.0
Merrimack Pharmaceuticals,1,0,0.0
Dizal Pharmaceuticals,1,0,0.0
Mateon Therapeutics,1,0,0.0
El Kendi Pharmaceuticals Manufacturing Company,1,0,0.0
BioAegis Therapeutics Inc.,1,0,0.0
Lumosa Therapeutics Co,1,0,0.0
Sublimity Therapeutics Holdco,1,0,0.0
Optinose US Inc.,1,0,0.0
Insmed,1,1,100.0
Bio Sidus SA,1,0,0.0
Zafgen,1,0,0.0
Flinders Fertility,1,0,0.0
UBI Pharma Inc.,1,0,0.0
Frontier Biotechnologies Inc.,1,0,0.0
"Lahore Medical Research Center, LLP",1,0,0.0
Adlai Nortye Biopharma Co,1,0,0.0
Emalex Biosciences Inc.,1,0,0.0
Wex Pharmaceuticals Inc.,1,0,0.0
Phoenix Tissue Repair,1,0,0.0
Ultimovacs ASA,1,0,0.0
Adare Pharmaceuticals,1,0,0.0
Johnson & Johnson,1,1,100.0
Reneo Pharma Ltd,1,0,0.0
DiaVacs,1,0,0.0
"Laboratorio Avi-Mex, S.A. de C.V.",1,0,0.0
Hangzhou ACEA Pharmaceutical Research Co,1,0,0.0
Novakand Pharma AB,1,0,0.0
Transgene,1,0,0.0
Actinogen Medical,1,0,0.0
Pharming,1,1,100.0
Virios Therapeutics,1,0,0.0
Eledon Pharmaceuticals,1,0,0.0
Tricida,1,0,0.0
Trevi Therapeutics,1,0,0.0
Aveo,1,1,100.0
G.ST Antivirals,1,0,0.0
Arvid Carlsson Research AB,1,0,0.0
Forma Therapeutics,1,0,0.0
Viracta Therapeutics,1,0,0.0
Nephron Pharmaceuticals Corporation,1,0,0.0
Evive Biotech,1,1,100.0
PolarityTE,1,0,0.0
Telios Pharma,1,0,0.0
TiumBio Co,1,0,0.0
NFlection Therapeutics,1,0,0.0
Orchard Therapeutics,1,1,100.0
X4 Pharmaceuticals,1,1,100.0
Shenzhen Kangzhe Pharmaceutical Co,1,0,0.0
Zhengzhou Gensciences Inc,1,0,0.0
Viriom,1,0,0.0
ChemRar Research and Development Institute,1,0,0.0
Abfero Pharmaceuticals,1,0,0.0
Novimmune/Sobi,1,1,100.0
Sihuan Pharmaceutical Holdings Group Ltd.,1,0,0.0
Cereno Scientific AB,1,0,0.0
Theriva Biologics SL,1,0,0.0
Shanghai WD Pharmaceutical Co,1,0,0.0
InMed Pharmaceuticals Inc.,1,0,0.0
Esanex Inc.,1,0,0.0
Tolerion,1,0,0.0
Isofol Medical AB,1,0,0.0
I-Mab Biopharma US,1,0,0.0
Yangtze River Pharmaceutical Group Jiangsu Zilong Pharmaceutical,1,0,0.0
TCM Biotech International Corp.,1,0,0.0
Vigil Neuroscience,1,0,0.0
Adocia,1,0,0.0
Elusys Therapeutics,1,1,100.0
Natureceuticals Sdn Bhd,1,0,0.0
Spyryx Biosciences,1,0,0.0
Edgemont Pharmaceuticals,1,0,0.0
Lidds AB,1,0,0.0
Mersana Therapeutics,1,0,0.0
OXOLIFE,1,0,0.0
SPH-BIOCAD (HK),1,0,0.0
Huabo Biopharm Co,1,0,0.0
Cellceutix Corporation,1,0,0.0
ReNeuron,1,0,0.0
La Jolla Pharmaceutical,1,1,100.0
ViralClear Pharmaceuticals,1,0,0.0
Regor Pharmaceuticals Inc.,1,0,0.0
Rallybio,1,0,0.0
Genexine,1,0,0.0
Sophiris Bio Corp,1,0,0.0
Xigen SA,1,0,0.0
Telix Pharmaceuticals (Innovations) Pty,1,0,0.0
Hangzhou Gensciences Biopharmaceutical Co,1,0,0.0
Kolon TissueGene,1,0,0.0
Faraday Pharmaceuticals,1,0,0.0
Iltoo Pharma,1,0,0.0
Gesynta Pharma AB,1,0,0.0
Cell Medica Ltd,1,0,0.0
Eikon Therapeutics,1,0,0.0
Acticor Biotech,1,0,0.0
RyCarma Therapeutics,1,0,0.0
Jeffrey Clarke,1,0,0.0
Exvastat Ltd.,1,0,0.0
BioLite,1,0,0.0
TrippBio,1,0,0.0
AmDerma,1,0,0.0
JHL Biotech,1,0,0.0
TenNor Therapeutics,1,0,0.0
QOL Medical,1,0,0.0
Schülke & Mayr,1,0,0.0
Ra Pharmaceuticals,1,0,0.0
Sage/Biogen,1,1,100.0
Crown Laboratories,1,0,0.0
Celularity Incorporated,1,0,0.0
Gama Healthcare Ltd.,1,0,0.0
Shanghai Bao Pharmaceuticals Co,1,0,0.0
Invectys,1,0,0.0
United Laboratories,1,0,0.0
DFB Soria,1,0,0.0
Sesen Bio,1,0,0.0
Daehwa Pharmaceutical Co,1,0,0.0
Merck (Organon),1,1,100.0
Transcend Therapeutics,1,0,0.0
BioSight Ltd.,1,0,0.0
Biomay,1,0,0.0
Syros,1,0,0.0
Addex Pharma,1,0,0.0
Dermavant,1,1,100.0
Attralus,1,0,0.0
MediWound,1,1,100.0
Areteia Therapeutics,1,0,0.0
PharmAbcine,1,0,0.0
Osiris Therapeutics,1,0,0.0
Aponia Laboratories,1,0,0.0
Pharmasyntez,1,0,0.0
Immune System Key Ltd,1,0,0.0
Revolution Medicines,1,0,0.0
Bolt Biotherapeutics,1,0,0.0
QBiotics Group,1,0,0.0
Ivix LLX,1,0,0.0
Senju Pharmaceutical Science & Technology (Beijing) Co,1,0,0.0
Guangzhou Bioseal Biotechnology Co,1,0,0.0
Attenua,1,0,0.0
Newron / US WorldMeds,1,1,100.0
TNF Pharmaceuticals,1,0,0.0
PT Kalbe Genexine Biologics,1,0,0.0
Tianjin SinoBiotech Ltd.,1,0,0.0
Maggie's Pearl,1,0,0.0
Organogenesis,1,0,0.0
BioGaia Pharma AB,1,0,0.0
AOP Orphan Pharmaceuticals,1,0,0.0
Neurolixis SAS,1,0,0.0
PharmaEssentia Japan K.K.,1,0,0.0
Henan Genuine Biotech Co,1,0,0.0
"Kayuraeffect, LLP",1,0,0.0
Lassen Therapeutics Inc.,1,0,0.0
Travere,1,1,100.0
SIGA Technologies,1,1,100.0
Apeptico Forschung und Entwicklung,1,0,0.0
BioMendics,1,0,0.0
DEKK-TEC,1,0,0.0
Zydus Worldwide DMCC,1,0,0.0
Blade Therapeutics,1,0,0.0
Clinique Ovo,1,0,0.0
Zai Lab Pty. Ltd.,1,0,0.0
ViiV,1,1,100.0
Synergy Pharmaceuticals,1,1,100.0
RegeneRx Biopharmaceuticals,1,0,0.0
Beta Pharma Shanghai,1,0,0.0
LTN PHARMACEUTICALS,1,0,0.0
TB Alliance,1,1,100.0
S&D Pharma SK s.r.o.,1,0,0.0
Edison Pharmaceuticals Inc,1,0,0.0
Vera Therapeutics,1,0,0.0
Novaremed Ltd.,1,0,0.0
Galectin Therapeutics Inc.,1,0,0.0
Immuron Ltd.,1,0,0.0
Hugel Inc,1,1,100.0
Plethora Solutions Ltd,1,0,0.0
PepTonic Medical AB,1,0,0.0
United Neuroscience Ltd.,1,0,0.0
PellePharm,1,0,0.0
OrthoTrophix,1,0,0.0
Innate Pharma,1,0,0.0
Renova Therapeutics,1,0,0.0
Resverlogix Corp,1,0,0.0
Takara Bio Inc.,1,0,0.0
Dicot AB,1,0,0.0
Health Clinics,1,0,0.0
Rigel,1,1,100.0
Agios,1,1,100.0
Cosmo Technologies Ltd,1,0,0.0
Revive Therapeutics,1,0,0.0
Novoteris,1,0,0.0
Aramis Biosciences,1,0,0.0
SAb Biotherapeutics,1,0,0.0
Egalet Ltd,1,0,0.0
Duchesnay Inc.,1,0,0.0
Guard Therapeutics AB,1,0,0.0
Sinovac Biotech (Hong Kong),1,0,0.0
Upstream Bio Inc.,1,0,0.0
Bausch & Lomb,1,1,100.0
Genmab,1,0,0.0
"Purdue Pharma, Canada",1,0,0.0
IntelGenx Corp.,1,0,0.0
Sacsh,1,0,0.0
Nxera Pharma UK,1,0,0.0
Mabion SA,1,0,0.0
AMO Pharma,1,0,0.0
Incannex Healthcare Ltd,1,0,0.0
RAPT Therapeutics,1,0,0.0
Biosion,1,0,0.0
US WorldMeds,1,1,100.0
Ilkos Therapeutic Inc.,1,0,0.0
Enterin Inc.,1,0,0.0
LIB Therapeutics,1,1,100.0
Juniper Pharmaceuticals,1,0,0.0
Living Cell Technologies,1,0,0.0
Theramab LLC,1,0,0.0
Teva Pharmaceuticals,1,1,100.0
Castle Creek Pharmaceuticals,1,0,0.0
Sensei Biotherapeutics,1,0,0.0
Beijing Biostar Pharmaceuticals Co,1,0,0.0
Cyclerion Therapeutics,1,0,0.0
Xcovery Holdings,1,1,100.0
Elevation Oncology,1,0,0.0
Shanghai Alebund Pharmaceuticals,1,0,0.0
Yamo Pharmaceuticals LLC,1,0,0.0
Stealth BioTherapeutics Inc.,1,0,0.0
EpiEndo Pharmaceuticals,1,0,0.0
OncoMed Pharmaceuticals,1,0,0.0
Abnoba,1,0,0.0
BrightPath Biotherapeutics,1,0,0.0
IO Biotech,1,0,0.0
IntraBio Inc,1,0,0.0
Bota Bio Co,1,0,0.0
Remedy Pharmaceuticals,1,0,0.0
Causeway Therapeutics,1,0,0.0
Adimmune Corporation,1,0,0.0
Napo Pharmaceuticals,1,0,0.0
Tasly GeneNet Pharmaceuticals Co,1,0,0.0
Allist Pharmaceuticals,1,0,0.0
Neurocentria,1,0,0.0
Nova Mentis Life Science Corp,1,0,0.0
GB004,1,0,0.0
Curemark,1,0,0.0
Spago Nanomedical AB,1,0,0.0
Tenax Therapeutics,1,0,0.0
Sention Therapeutics,1,0,0.0
Toray Industries,1,0,0.0
Aston Sci. Inc.,1,0,0.0
Dragonboat Biopharmaceutical Company,1,0,0.0
Kindeva Drug Delivery,1,0,0.0
Oncopeptides,1,1,100.0
BHV Pharma,1,0,0.0
ValiSeek,1,0,0.0
Sam Chun Dang Pharm. Co. Ltd.,1,0,0.0
Biophytis,1,0,0.0
Prima BioMed Ltd,1,0,0.0
Acesion Pharma,1,0,0.0
Advaccine (Suzhou) Biopharmaceuticals Co,1,0,0.0
Ipekyolu Ilac Ltd. Sti,1,0,0.0
Reata Pharmaceuticals,1,1,100.0
"Laboratorios Leti, S.L.",1,0,0.0
Tarsus,1,1,100.0
Laurent Pharmaceuticals Inc.,1,0,0.0
"Minoryx Therapeutics, S.L.",1,0,0.0
MGGM LLC,1,0,0.0
Cardior Pharmaceuticals,1,0,0.0
Enlivex Therapeutics Ltd.,1,0,0.0
Iterum Therapeutics,1,1,100.0
Theragnostics Ltd,1,0,0.0
Currax Pharmaceuticals,1,0,0.0
Symbiomix Therapeutics,1,1,100.0
Zentalis Pharmaceuticals,1,0,0.0
Bigespas LTD,1,0,0.0
Stayble Therapeutics,1,0,0.0
HedgePath Pharmaceuticals,1,0,0.0
Li-Cor,1,0,0.0
Magenta Therapeutics,1,0,0.0
AegisCN LLC,1,0,0.0
Ridgeback,1,1,100.0
Formycon,1,0,0.0
Gliknik Inc.,1,0,0.0
Teclison Ltd.,1,0,0.0
Meiji Pharma USA Inc.,1,0,0.0
Suzhou Alphamab Co,1,0,0.0
Noah Pharmaceuticals,1,0,0.0
New England Cell Therapeutics,1,0,0.0
Mylan Technologies Inc.,1,0,0.0
Jiangsu Nhwa Pharmaceutical Co,1,0,0.0
Advicenne Pharma,1,0,0.0
CHA Vaccine Institute Co,1,0,0.0
Goldfinch Bio,1,0,0.0
Greenwich Biosciences,1,1,100.0
Ascend Biopharmaceuticals Ltd,1,0,0.0
Agios Pharmaceuticals,1,1,100.0
Minneamrita Therapeutics LLC,1,0,0.0
Lyric Pharmaceuticals,1,0,0.0
Amylyx Pharmaceuticals Inc.,1,0,0.0
Biomedizinische Forschungs,1,0,0.0
Xalud Therapeutics,1,0,0.0
Yung Shin Pharm. Ind. Co,1,0,0.0
Aegerion Pharmaceuticals,1,0,0.0
Tempero Bio,1,0,0.0
BioLab 612 LLC,1,0,0.0
Omeicos Therapeutics,1,0,0.0
Marathon Pharmaceuticals,1,0,0.0
Chris Miller,1,0,0.0
Green Cross Wellbeing,1,0,0.0
Evolus,1,0,0.0
Cutia Therapeutics (Shanghai) Co,1,0,0.0
Stempeutics Research Pvt Ltd,1,0,0.0
Geistlich Pharma,1,0,0.0
Mayne Pharma,1,1,100.0
Tosk,1,0,0.0
Strekin,1,0,0.0
"ITF Research Pharma, S.L.U.",1,0,0.0
BioVersys,1,0,0.0
US Biotest,1,0,0.0
4Living Biotech,1,0,0.0
Herantis Pharma Plc.,1,0,0.0
Megainpharm,1,0,0.0
PRInnovation,1,0,0.0
Ocumension Therapeutics (Suzhou) Co,1,0,0.0
Viatris,1,0,0.0
Faeth Therapeutics,1,0,0.0
BioCryst,1,1,100.0
Hallux,1,0,0.0
Recordati Rare Diseases,1,1,100.0
Inversago Pharma Inc.,1,0,0.0
Curis,1,0,0.0
Ferrer Internacional,1,0,0.0
River 3 Renal Corp.,1,0,0.0
BioDlink Biopharm Co,1,0,0.0
Knopp Biosciences,1,0,0.0
Beijing Kawin Technology Share-Holding Co,1,0,0.0
Pardes Biosciences,1,0,0.0
EnliTISA (Shanghai) Pharmaceutical Co,1,0,0.0
Shenyang Tonglian Group CO,1,0,0.0
SOTIO a.s.,1,0,0.0
Complexa,1,0,0.0
Atom Therapeutics Co,1,0,0.0
Lateral Pharma Pty Ltd,1,0,0.0
Fujian Akeylink Biotechnology Co,1,0,0.0
Belite Bio,1,0,0.0
Omnifarma Kiev LLC,1,0,0.0
Kawin Technology Share-holding Co,1,0,0.0
Medicenna Therapeutics,1,0,0.0
InSilico Medicine Hong Kong,1,0,0.0
NodThera,1,0,0.0
Targovax Oy,1,0,0.0
Que Oncology,1,0,0.0
Inozyme Pharma,1,0,0.0
Swiss Cardio Technologies,1,0,0.0
Hyundai Pharmaceutical Co,1,0,0.0
Apogenix,1,0,0.0
Eusol Biotech Co,1,0,0.0
Lung Biotechnology PBC,1,0,0.0
OcuTerra Therapeutics,1,0,0.0
PHARMAFINA,1,0,0.0
Topivert Pharma Ltd,1,0,0.0
Bharat Serums and Vaccines,1,0,0.0
Manistee Therapeutics,1,0,0.0
Mindful Diagnostics and Therapeutics,1,0,0.0
Techfields Pharma,1,0,0.0
Shanghai Kechow Pharma,1,0,0.0
NeoImmuneTech,1,0,0.0
Replicor Inc.,1,0,0.0
NovaBiotics Ltd.,1,0,0.0
Paratek Pharmaceuticals,1,1,100.0
Soleno Therapeutics,1,0,0.0
Elgan Pharma Ltd.,1,0,0.0
Tychan Pte Ltd.,1,0,0.0
Biojiva LLC,1,0,0.0
Adaptimmune Therapeutics,1,1,100.0
Innocrin Pharmaceutical,1,0,0.0
Chiasma,1,0,0.0
Anchiano Therapeutics Israel Ltd.,1,0,0.0
Clasado Biosciences Ltd,1,0,0.0
Elpen Pharmaceutical Co. Inc.,1,0,0.0
CeleCor Therapeutics,1,0,0.0
Invivyd,1,0,0.0
Allecra Therapeutics,1,1,100.0
Pluristem Ltd.,1,0,0.0
Evolve Biologics,1,0,0.0
Zhejiang Doer Biologics Co,1,0,0.0
atai Therapeutics,1,0,0.0
LENZ Therapeutics,1,1,100.0
Toltec Pharmaceuticals,1,0,0.0
Mylan Pharmaceuticals Private,1,0,0.0
Reveal Pharmaceuticals Inc.,1,0,0.0
Idorsia Pharmaceuticals,1,1,100.0
Abide Therapeutics,1,0,0.0
Inhibikase Therapeutics,1,0,0.0
Prelude Therapeutics,1,0,0.0
Mapreg,1,0,0.0
Hualan Biological Bacterin Co. Ltd.,1,0,0.0
F2G Biotech,1,0,0.0
Stargazer Pharmaceuticals,1,0,0.0
Dimerix Bioscience Pty Ltd,1,0,0.0
Aurinia,1,1,100.0
HAL Allergy,1,0,0.0
BioMAS Ltd,1,0,0.0
Green Valley (Shanghai) Pharmaceuticals Co,1,0,0.0
Lenus Therapeutics,1,0,0.0
Fervent Pharmaceuticals,1,0,0.0
Cellaion SA,1,0,0.0
Nobias Therapeutics,1,0,0.0
TrueBinding,1,0,0.0
GeNeuro Innovation SAS,1,0,0.0
Omeros,1,1,100.0
Bausch + Lomb/Novaliq,1,1,100.0
Panion & BF Biotech Inc.,1,0,0.0
Progenics,1,1,100.0
Immodulon Therapeutics Ltd,1,0,0.0
DAS-MG,1,0,0.0
Hemera Biosciences,1,0,0.0
Helsinn,1,1,100.0
Idorsia,1,1,100.0
Xenikos,1,0,0.0
Veralox Therapeutics,1,0,0.0
Braintree Labs,1,1,100.0
Nearmedic Plus LLC,1,0,0.0
Ixaka Ltd,1,0,0.0
Tsumura USA,1,0,0.0
Talaris Therapeutics Inc.,1,0,0.0
VectivBio,1,0,0.0
TRB Chemedica International SA,1,0,0.0
Graviton Bioscience Corporation,1,0,0.0
Sclnow Biotechnology Co,1,0,0.0
Telix Pharmaceuticals (Innovations) Pty Ltd,1,0,0.0
Nextrast,1,0,0.0
CSPC Zhongnuo Pharmaceutical (Shijiazhuang) Co,1,0,0.0
ABLi Therapeutics,1,0,0.0
J2H Biotech,1,0,0.0
RHEACELL GmbH & Co. KG,1,0,0.0
AOP Health,1,1,100.0
Damian Pharma,1,0,0.0
Kardigan,1,0,0.0
Formation Bio,1,0,0.0
Conjupro Biotherapeutics,1,0,0.0
Chemi,1,0,0.0
Lantheus Germany,1,0,0.0
AgeneBio,1,0,0.0
Shanghai JunTop Biosciences Co,1,0,0.0
Shandong New Time Pharmaceutical Co,1,0,0.0
Zynerba Pharmaceuticals,1,0,0.0
"Ayala Pharmaceuticals, Inc,",1,0,0.0
Dr Reddy's,1,1,100.0
Lument AB,1,0,0.0
Enzyvant Therapeutics,1,1,100.0
ApcinteX Ltd,1,0,0.0
Ferring Ventures,1,0,0.0
Nerre Therapeutics Ltd.,1,0,0.0
Shijiazhuang Yiling Pharmaceutical,1,0,0.0
Verastem Oncology,1,1,100.0
Galecto Biotech AB,1,0,0.0
AVEO Pharmaceuticals,1,0,0.0
Avidity Biosciences,1,0,0.0
Biomea Fusion Inc.,1,0,0.0
Nivagen Pharmaceuticals Inc.,1,0,0.0
MedinCell S.A,1,0,0.0
"Beijing QL Biopharmaceutical Co.,Ltd",1,0,0.0
Accuitis,1,0,0.0
Rivus Pharmaceuticals,1,0,0.0
FLUIDDA nv,1,0,0.0
"Kanion & Huawe Medicine Co.,Ltd",1,0,0.0
Vogenx,1,0,0.0
Medicines Development for Global Health,1,1,100.0
Angitia Biopharmaceuticals,1,0,0.0
Adrenomed,1,0,0.0
Shanxi Kangbao Biological Product Co,1,0,0.0
"Exela Pharma Sciences, LLC.",1,0,0.0
Gilgamesh Pharmaceuticals,1,0,0.0
Equilibre Biopharmaceuticals B.V.,1,0,0.0
Vivozon,1,0,0.0
Kazia Therapeutics,1,0,0.0
BPGbio,1,0,0.0
Golden Biotechnology Corporation,1,0,0.0
Polaris Group,1,0,0.0
DisperSol Technologies,1,0,0.0
Matinas Biopharma,1,0,0.0
Pelage Pharmaceuticals,1,0,0.0
Gdit,1,0,0.0
Compass Therapeutics,1,0,0.0
Moleac Pte Ltd.,1,0,0.0
Medesis Pharma SA,1,0,0.0
Sinomune Pharmaceutical Co,1,0,0.0
Neuvosyn Laboratories,1,0,0.0
Geno LLC,1,0,0.0
Neothetics,1,0,0.0
Aquilon Pharmaceuticals,1,0,0.0
Rottapharm Biotech,1,0,0.0
Atlantic Pharmaceuticals Ltd,1,0,0.0
eXIthera Pharmaceuticals,1,0,0.0
Cerecin,1,0,0.0
AGO Research,1,0,0.0
Knoa Pharma LLC,1,0,0.0
GEN İlaç ve Sağlık Ürünleri A.Ş.,1,0,0.0
AC Immune SA,1,0,0.0
Antria,1,0,0.0
Apellis,1,1,100.0
Regenacy Pharmaceuticals LLC,1,0,0.0
Legacy Healthcare SA,1,0,0.0
AL-S Pharma,1,0,0.0
Fabre-Kramer,1,1,100.0
Redx Pharma Ltd,1,0,0.0
Heidelberg Pharma,1,0,0.0
Stero Biotechs Ltd.,1,0,0.0
Aristea Therapeutics,1,0,0.0
Tetra Bio-Pharma,1,0,0.0
Tenet Medicines,1,0,0.0
Arctic Bioscience,1,0,0.0
MedRegen LLC,1,0,0.0
AriBio Co,1,0,0.0
Jemincare,1,0,0.0
Senju USA,1,0,0.0
Hua Medicine,1,0,0.0
Gannex Pharma Co,1,0,0.0
Apollo Therapeutics Ltd,1,0,0.0
Flame Biosciences,1,0,0.0
Oragenics,1,0,0.0
"Tvardi Therapeutics, Incorporated",1,0,0.0
Autolus Therapeutics,1,1,100.0
Bird Rock Bio,1,0,0.0
Academic Thoracic Oncology Medical Investigators Consortium,1,0,0.0
Cosmo Technologies/Aries,1,1,100.0
101 Therapeutics,1,0,0.0
Tetraphase Pharmaceuticals,1,1,100.0
Prilenia,1,0,0.0
Zionexa,1,1,100.0
Eliem Therapeutics (UK) Ltd.,1,0,0.0
Mandos LLC,1,0,0.0
BUZZZ Pharmaceuticals,1,0,0.0
SillaJen,1,0,0.0
Redwood Pharma AB,1,0,0.0
Meissa Vaccines,1,0,0.0
Shanghai Antengene Corporation,1,0,0.0
KinoPharma Inc.,1,0,0.0
Hepagene (Shanghai) Co,1,0,0.0
GenSpera,1,0,0.0
Tavanta Therapeutics,1,0,0.0
Annexin Pharmaceuticals AB,1,0,0.0
Acurx Pharmaceuticals Inc.,1,0,0.0
NX Development Corp,1,0,0.0
Suzhou Yabao Pharmaceutical R&D Co,1,0,0.0
Mylan,1,1,100.0
Sagent Pharmaceuticals Inc.,1,0,0.0
Medexus Pharma,1,0,0.0
Intron Biotechnology,1,0,0.0
Cogna Technology Solutions LLC,1,0,0.0
AIM ImmunoTech Inc.,1,0,0.0
